,State,Median AQI,Year,Units,Value
4770,Nevada,36.8,2016,Millions of hours,"2,002.357"
4780,New Hampshire,36.0,2016,Millions of hours,"1,025.741"
4790,New Jersey,39.6,2016,Millions of hours,"6,032.513"
4800,New Mexico,30.6,2016,Millions of hours,"1,119.535"
4810,New York,34.8,2016,Millions of hours,"13,784.757"
4820,North Carolina,39.1,2016,Millions of hours,"6,501.753"
4830,North Dakota,29.9,2016,Millions of hours,621.512
4840,Ohio,38.3,2016,Millions of hours,"8,211.513"
4850,Oklahoma,36.2,2016,Millions of hours,"2,427.187"
4860,Oregon,24.6,2016,Millions of hours,"2,813.447"
4870,Pennsylvania,41.4,2016,Millions of hours,"8,971.564"
4880,Rhode Island,37.0,2016,Millions of hours,724.541
4890,South Carolina,37.3,2016,Millions of hours,"3,055.662"
4900,South Dakota,30.9,2016,Millions of hours,634.739
4910,Tennessee,36.6,2016,Millions of hours,"4,725.478"
4920,Texas,36.2,2016,Millions of hours,"19,031.865"
4930,Utah,39.5,2016,Millions of hours,"2,096.057"
4940,Vermont,29.0,2016,Millions of hours,467.524
4950,Virginia,30.0,2016,Millions of hours,"5,657.126"
4960,Washington,24.1,2016,Millions of hours,"4,831.538"
4970,West Virginia,35.4,2016,Millions of hours,"1,018.044"
4980,Wisconsin,36.0,2016,Millions of hours,"4,362.688"
4990,Wyoming,37.3,2016,Millions of hours,378.487
5000,Alabama,38.4,2017,Millions of hours,"2,979.915"
5010,Alaska,22.0,2017,Millions of hours,459.025
5020,Arizona,44.2,2017,Millions of hours,"4,362.743"
5030,Arkansas,37.1,2017,Millions of hours,"1,868.708"
5040,California,49.0,2017,Millions of hours,"26,867.506"
5050,Colorado,36.4,2017,Millions of hours,"3,902.861"
5060,Connecticut,38.2,2017,Millions of hours,"2,544.033"
5070,Delaware,41.3,2017,Millions of hours,651.230
5080,Florida,37.0,2017,Millions of hours,"13,267.073"
5090,Georgia,37.2,2017,Millions of hours,"6,830.328"
5100,Hawaii,28.8,2017,Millions of hours,920.102
5110,Idaho,28.4,2017,Millions of hours,"1,063.296"
5120,Illinois,40.8,2017,Millions of hours,"9,073.554"
5130,Indiana,38.3,2017,Millions of hours,"4,765.865"
5140,Iowa,36.8,2017,Millions of hours,"2,359.232"
5150,Kansas,32.6,2017,Millions of hours,"2,030.235"
5160,Kentucky,39.5,2017,Millions of hours,"2,905.745"
5170,Louisiana,36.4,2017,Millions of hours,"3,054.511"
5180,Maine,33.8,2017,Millions of hours,983.711
5190,Maryland,40.9,2017,Millions of hours,"3,951.271"
5200,Massachusetts,37.5,2017,Millions of hours,"5,432.515"
5210,Michigan,36.6,2017,Millions of hours,"6,666.136"
5220,Minnesota,31.6,2017,Millions of hours,"4,394.321"
5230,Mississippi,35.8,2017,Millions of hours,"1,658.812"
5240,Missouri,39.8,2017,Millions of hours,"4,217.239"
5250,Montana,30.9,2017,Millions of hours,669.060
5260,Nebraska,28.9,2017,Millions of hours,"1,510.023"
5270,Nevada,38.1,2017,Millions of hours,"2,079.611"
5280,New Hampshire,36.0,2017,Millions of hours,"1,036.937"
5290,New Jersey,38.4,2017,Millions of hours,"6,066.967"
5300,New Mexico,31.9,2017,Millions of hours,"1,145.600"
5310,New York,34.4,2017,Millions of hours,"13,876.186"
5320,North Carolina,38.9,2017,Millions of hours,"6,593.718"
5330,North Dakota,33.0,2017,Millions of hours,628.081
5340,Ohio,37.5,2017,Millions of hours,"8,272.532"
5350,Oklahoma,36.8,2017,Millions of hours,"2,469.974"
5360,Oregon,28.7,2017,Millions of hours,"2,875.054"
5370,Pennsylvania,41.5,2017,Millions of hours,"9,035.869"
5380,Rhode Island,34.3,2017,Millions of hours,727.406
5390,South Carolina,35.6,2017,Millions of hours,"3,119.992"
5400,South Dakota,31.6,2017,Millions of hours,628.088
5410,Tennessee,36.8,2017,Millions of hours,"4,793.414"
5420,Texas,37.2,2017,Millions of hours,"19,435.144"
5430,Utah,44.2,2017,Millions of hours,"2,181.882"
5440,Vermont,29.2,2017,Millions of hours,467.434
5450,Virginia,31.2,2017,Millions of hours,"5,736.641"
5460,Washington,26.7,2017,Millions of hours,"5,032.621"
5470,West Virginia,36.0,2017,Millions of hours,"1,019.128"
5480,Wisconsin,37.0,2017,Millions of hours,"4,465.286"
5490,Wyoming,38.6,2017,Millions of hours,384.784
5500,Alabama,36.8,2018,Millions of hours,"3,024.191"
5510,Alaska,22.0,2018,Millions of hours,464.092
5520,Arizona,43.1,2018,Millions of hours,"4,522.324"
5530,Arkansas,35.4,2018,Millions of hours,"1,896.015"
5540,California,48.8,2018,Millions of hours,"27,540.370"
5550,Colorado,39.1,2018,Millions of hours,"4,049.827"
5560,Connecticut,37.6,2018,Millions of hours,"2,593.377"
5570,Delaware,40.0,2018,Millions of hours,662.959
5580,Florida,34.8,2018,Millions of hours,"13,938.736"
5590,Georgia,34.8,2018,Millions of hours,"6,927.042"
5600,Hawaii,27.5,2018,Millions of hours,924.543
5610,Idaho,27.0,2018,Millions of hours,"1,104.437"
5620,Illinois,40.7,2018,Millions of hours,"9,218.306"
5630,Indiana,36.3,2018,Millions of hours,"4,790.514"
5640,Iowa,38.2,2018,Millions of hours,"2,354.247"
5650,Kansas,32.6,2018,Millions of hours,"2,034.406"
5660,Kentucky,38.3,2018,Millions of hours,"2,897.972"
5670,Louisiana,35.0,2018,Millions of hours,"3,125.016"
5680,Maine,35.0,2018,Millions of hours,989.760
5690,Maryland,39.6,2018,Millions of hours,"4,036.256"
5700,Massachusetts,36.9,2018,Millions of hours,"5,486.411"
5710,Michigan,36.0,2018,Millions of hours,"6,773.438"
5720,Minnesota,32.0,2018,Millions of hours,"4,405.578"
5730,Mississippi,36.5,2018,Millions of hours,"1,666.380"
5740,Missouri,38.0,2018,Millions of hours,"4,266.804"
5750,Montana,29.5,2018,Millions of hours,689.204
5760,Nebraska,28.0,2018,Millions of hours,"1,503.215"
5770,Nevada,37.0,2018,Millions of hours,"2,151.680"
5780,New Hampshire,36.9,2018,Millions of hours,"1,044.681"
5790,New Jersey,38.4,2018,Millions of hours,"6,164.257"
5800,New Mexico,33.2,2018,Millions of hours,"1,175.586"
5810,New York,34.0,2018,Millions of hours,"14,005.046"
5820,North Carolina,37.8,2018,Millions of hours,"6,725.005"
5830,North Dakota,35.0,2018,Millions of hours,640.155
5840,Ohio,36.8,2018,Millions of hours,"8,324.127"
5850,Oklahoma,37.5,2018,Millions of hours,"2,549.625"
5860,Oregon,29.2,2018,Millions of hours,"2,950.318"
5870,Pennsylvania,37.7,2018,Millions of hours,"9,328.672"
5880,Rhode Island,35.0,2018,Millions of hours,745.592
5890,South Carolina,33.7,2018,Millions of hours,"3,196.279"
5900,South Dakota,32.1,2018,Millions of hours,628.404
5910,Tennessee,35.3,2018,Millions of hours,"4,887.553"
5920,Texas,36.2,2018,Millions of hours,"20,092.394"
5930,Utah,44.3,2018,Millions of hours,"2,258.249"
5940,Vermont,29.8,2018,Millions of hours,468.642
5950,Virginia,30.2,2018,Millions of hours,"5,888.524"
5960,Washington,25.7,2018,Millions of hours,"5,111.986"
5970,West Virginia,33.7,2018,Millions of hours,"1,037.251"
5980,Wisconsin,39.3,2018,Millions of hours,"4,455.838"
5990,Wyoming,39.6,2018,Millions of hours,396.962
6000,Alabama,39.2,2019,Millions of hours,"3,048.612"
6010,Alaska,19.2,2019,Millions of hours,478.570
6020,Arizona,41.8,2019,Millions of hours,"4,619.904"
6030,Arkansas,36.2,2019,Millions of hours,"1,917.970"
6040,California,43.8,2019,Millions of hours,"27,479.218"
6050,Colorado,34.1,2019,Millions of hours,"4,072.495"
6060,Connecticut,39.5,2019,Millions of hours,"2,572.339"
6070,Delaware,42.3,2019,Millions of hours,667.867
6080,Florida,35.8,2019,Millions of hours,"14,012.725"
6090,Georgia,38.6,2019,Millions of hours,"7,041.943"
6100,Hawaii,17.8,2019,Millions of hours,920.187
6110,Idaho,24.4,2019,Millions of hours,"1,123.900"
6120,Illinois,41.5,2019,Millions of hours,"9,145.810"
6130,Indiana,37.1,2019,Millions of hours,"4,864.128"
6140,Iowa,34.4,2019,Millions of hours,"2,378.999"
6150,Kansas,32.0,2019,Millions of hours,"2,057.674"
6160,Kentucky,40.2,2019,Millions of hours,"2,917.108"
6170,Louisiana,35.8,2019,Millions of hours,"3,121.591"
6180,Maine,33.7,2019,Millions of hours,983.205
6190,Maryland,40.6,2019,Millions of hours,"3,982.463"
6200,Massachusetts,37.5,2019,Millions of hours,"5,535.658"
6210,Michigan,34.8,2019,Millions of hours,"6,697.477"
6220,Minnesota,29.5,2019,Millions of hours,"4,437.054"
6230,Mississippi,38.6,2019,Millions of hours,"1,673.897"
6240,Missouri,37.6,2019,Millions of hours,"4,320.882"
6250,Montana,26.4,2019,Millions of hours,691.991
6260,Nebraska,24.9,2019,Millions of hours,"1,486.284"
6270,Nevada,34.0,2019,Millions of hours,"2,255.189"
6280,New Hampshire,35.4,2019,Millions of hours,"1,044.246"
6290,New Jersey,39.4,2019,Millions of hours,"6,217.886"
6300,New Mexico,31.2,2019,Millions of hours,"1,188.040"
6310,New York,34.7,2019,Millions of hours,"13,983.802"
6320,North Carolina,38.9,2019,Millions of hours,"6,913.039"
6330,North Dakota,32.7,2019,Millions of hours,646.257
6340,Ohio,37.5,2019,Millions of hours,"8,358.070"
6350,Oklahoma,36.2,2019,Millions of hours,"2,539.596"
6360,Oregon,26.7,2019,Millions of hours,"2,968.901"
6370,Pennsylvania,38.4,2019,Millions of hours,"9,422.189"
6380,Rhode Island,37.0,2019,Millions of hours,745.195
6390,South Carolina,33.6,2019,Millions of hours,"3,238.363"
6400,South Dakota,31.2,2019,Millions of hours,635.782
6410,Tennessee,36.2,2019,Millions of hours,"4,918.956"
6420,Texas,38.0,2019,Millions of hours,"20,429.571"
6430,Utah,42.2,2019,Millions of hours,"2,314.312"
6440,Vermont,29.0,2019,Millions of hours,467.775
6450,Virginia,32.2,2019,Millions of hours,"5,829.843"
6460,Washington,24.9,2019,Millions of hours,"5,218.178"
6470,West Virginia,35.9,2019,Millions of hours,"1,022.510"
6480,Wisconsin,36.2,2019,Millions of hours,"4,409.367"
6490,Wyoming,38.8,2019,Millions of hours,410.527
6500,Alabama,35.2,2020,Millions of hours,"2,920.705"
6510,Alaska,15.8,2020,Millions of hours,425.694
6520,Arizona,47.1,2020,Millions of hours,"4,493.924"
6530,Arkansas,33.0,2020,Millions of hours,"1,835.452"
6540,California,48.0,2020,Millions of hours,"25,084.462"
6550,Colorado,34.6,2020,Millions of hours,"3,849.613"
6560,Connecticut,39.1,2020,Millions of hours,"2,426.493"
6570,Delaware,38.0,2020,Millions of hours,608.344
6580,Florida,35.8,2020,Millions of hours,"13,077.435"
6590,Georgia,33.1,2020,Millions of hours,"6,602.137"
6600,Hawaii,17.2,2020,Millions of hours,758.150
6610,Idaho,25.9,2020,Millions of hours,"1,136.669"
6620,Illinois,39.1,2020,Millions of hours,"8,545.610"
6630,Indiana,35.8,2020,Millions of hours,"4,595.132"
6640,Iowa,33.9,2020,Millions of hours,"2,236.461"
6650,Kansas,31.5,2020,Millions of hours,"1,937.252"
6660,Kentucky,36.2,2020,Millions of hours,"2,779.684"
6670,Louisiana,33.9,2020,Millions of hours,"2,817.820"
6680,Maine,33.5,2020,Millions of hours,904.565
6690,Maryland,35.7,2020,Millions of hours,"3,659.881"
6700,Massachusetts,36.5,2020,Millions of hours,"5,045.027"
6710,Michigan,33.6,2020,Millions of hours,"5,995.625"
6720,Minnesota,29.4,2020,Millions of hours,"4,198.729"
6730,Mississippi,37.2,2020,Millions of hours,"1,585.227"
6740,Missouri,35.0,2020,Millions of hours,"4,065.452"
6750,Montana,25.9,2020,Millions of hours,668.007
6760,Nebraska,25.2,2020,Millions of hours,"1,417.723"
6770,Nevada,36.2,2020,Millions of hours,"1,986.603"
6780,New Hampshire,36.1,2020,Millions of hours,974.968
6790,New Jersey,36.9,2020,Millions of hours,"5,660.009"
6800,New Mexico,31.9,2020,Millions of hours,"1,098.269"
6810,New York,33.6,2020,Millions of hours,"12,469.524"
6820,North Carolina,33.3,2020,Millions of hours,"6,625.499"
6830,North Dakota,33.4,2020,Millions of hours,582.716
6840,Ohio,34.9,2020,Millions of hours,"7,868.392"
6850,Oklahoma,37.4,2020,Millions of hours,"2,388.406"
6860,Oregon,27.4,2020,Millions of hours,"2,723.444"
6870,Pennsylvania,36.4,2020,Millions of hours,"8,615.771"
6880,Rhode Island,34.3,2020,Millions of hours,677.058
6890,South Carolina,33.6,2020,Millions of hours,"3,006.743"
6900,South Dakota,33.1,2020,Millions of hours,630.089
6910,Tennessee,32.4,2020,Millions of hours,"4,720.296"
6920,Texas,35.5,2020,Millions of hours,"19,272.745"
6930,Utah,41.3,2020,Millions of hours,"2,236.019"
6940,Vermont,29.2,2020,Millions of hours,421.166
6950,Virginia,28.9,2020,Millions of hours,"5,494.080"
6960,Washington,23.8,2020,Millions of hours,"4,966.513"
6970,West Virginia,32.2,2020,Millions of hours,936.018
6980,Wisconsin,36.2,2020,Millions of hours,"4,158.016"
6990,Wyoming,35.5,2020,Millions of hours,375.206
7000,Alabama,35.5,2021,Millions of hours,"3,018.770"
7010,Alaska,17.2,2021,Millions of hours,439.685
7020,Arizona,48.8,2021,Millions of hours,"4,663.462"
7030,Arkansas,35.8,2021,Millions of hours,"1,940.210"
7040,California,47.8,2021,Millions of hours,"26,422.574"
7050,Colorado,35.9,2021,Millions of hours,"4,064.907"
7060,Connecticut,38.0,2021,Millions of hours,"2,511.456"
7070,Delaware,39.7,2021,Millions of hours,639.870
7080,Florida,36.3,2021,Millions of hours,"14,270.111"
7090,Georgia,36.4,2021,Millions of hours,"7,073.740"
7100,Hawaii,18.2,2021,Millions of hours,816.372
7110,Idaho,29.5,2021,Millions of hours,"1,208.974"
7120,Illinois,41.3,2021,Millions of hours,"8,799.619"
7130,Indiana,37.1,2021,Millions of hours,"4,860.574"
7140,Iowa,37.2,2021,Millions of hours,"2,287.081"
7150,Kansas,35.0,2021,Millions of hours,"1,972.101"
7160,Kentucky,37.9,2021,Millions of hours,"2,896.173"
7170,Louisiana,34.5,2021,Millions of hours,"2,878.537"
7180,Maine,33.4,2021,Millions of hours,957.065
7190,Maryland,38.9,2021,Millions of hours,"3,767.432"
7200,Massachusetts,36.2,2021,Millions of hours,"5,298.286"
7210,Michigan,36.9,2021,Millions of hours,"6,317.746"
7220,Minnesota,33.1,2021,Millions of hours,"4,318.174"
7230,Mississippi,36.8,2021,Millions of hours,"1,618.716"
7240,Missouri,37.0,2021,Millions of hours,"4,163.691"
7250,Montana,30.2,2021,Millions of hours,710.287
7260,Nebraska,29.1,2021,Millions of hours,"1,455.606"
7270,Nevada,37.4,2021,Millions of hours,"2,181.240"
7280,New Hampshire,35.4,2021,Millions of hours,"1,013.370"
7290,New Jersey,38.3,2021,Millions of hours,"6,008.526"
7300,New Mexico,33.2,2021,Millions of hours,"1,135.334"
7310,New York,34.6,2021,Millions of hours,"12,983.873"
7320,North Carolina,36.9,2021,Millions of hours,"7,022.740"
7330,North Dakota,35.8,2021,Millions of hours,588.569
7340,Ohio,37.2,2021,Millions of hours,"8,066.975"
7350,Oklahoma,40.4,2021,Millions of hours,"2,448.784"
7360,Oregon,27.7,2021,Millions of hours,"2,829.149"
7370,Pennsylvania,38.3,2021,Millions of hours,"8,865.271"
7380,Rhode Island,34.7,2021,Millions of hours,726.876
7390,South Carolina,37.2,2021,Millions of hours,"3,192.539"
7400,South Dakota,32.7,2021,Millions of hours,653.047
7410,Tennessee,35.1,2021,Millions of hours,"4,977.603"
7420,Texas,36.3,2021,Millions of hours,"20,362.828"
7430,Utah,42.2,2021,Millions of hours,"2,338.051"
7440,Vermont,28.5,2021,Millions of hours,431.569
7450,Virginia,30.8,2021,Millions of hours,"5,635.065"
7460,Washington,25.6,2021,Millions of hours,"5,055.347"
7470,West Virginia,34.4,2021,Millions of hours,975.420
7480,Wisconsin,38.0,2021,Millions of hours,"4,342.956"
7490,Wyoming,35.2,2021,Millions of hours,391.774
