,State,Median AQI,Year,Measure,Value,Population,per_capita
388,Rhode Island,34.3,2017,Employment,460.0,1055673,0.4357409917654425
389,South Carolina,35.6,2017,Employment,1859.6,5021268,0.3703447017765234
390,South Dakota,31.6,2017,Employment,386.1,872868,0.44233492349358666
391,Tennessee,36.8,2017,Employment,2809.4,6708799,0.41876347763586297
392,Texas,37.2,2017,Employment,11220.8,28295273,0.39656093793475683
393,Utah,44.2,2017,Employment,1312.8,3101042,0.4233415735743018
394,Vermont,29.2,2017,Employment,290.8,624344,0.465768871007009
395,Virginia,31.2,2017,Employment,3448.4,8463587,0.407439540705377
396,Washington,26.7,2017,Employment,3023.5,7423362,0.4072952390035674
397,West Virginia,36.0,2017,Employment,597.9,1817004,0.3290581638785605
398,Wisconsin,37.0,2017,Employment,2735.1,5790186,0.4723682451651812
399,Wyoming,38.6,2017,Employment,232.4,578931,0.4014295313258402
400,Alabama,36.8,2018,Employment,1772.6,4887681,0.36266687617297444
401,Alaska,22.0,2018,Employment,276.0,735139,0.37543920265419195
402,Arizona,43.1,2018,Employment,2676.4,7158024,0.37390207129788894
403,Arkansas,35.4,2018,Employment,1119.7,3009733,0.3720263558262477
404,California,48.8,2018,Employment,16487.7,39461588,0.41781643455402756
405,Colorado,39.1,2018,Employment,2504.2,5691287,0.44000592484617274
406,Connecticut,37.6,2018,Employment,1595.0,3571520,0.44658856733267627
407,Delaware,40.0,2018,Employment,417.2,965479,0.4321171149243018
408,Florida,34.8,2018,Employment,8274.4,21244317,0.3894876921672747
409,Georgia,34.8,2018,Employment,4111.9,10511131,0.391194820043628
410,Hawaii,27.5,2018,Employment,578.5,1420593,0.40722430703234497
411,Idaho,27.0,2018,Employment,672.1,1750536,0.3839395476585457
412,Illinois,40.7,2018,Employment,5597.7,12723071,0.4399645337198857
413,Indiana,36.3,2018,Employment,2856.3,6695497,0.42660014633715765
414,Iowa,38.2,2018,Employment,1416.3,3148618,0.4498163956377052
415,Kansas,32.6,2018,Employment,1241.6,2911359,0.42646750194668537
416,Kentucky,38.3,2018,Employment,1727.8,4461153,0.38729897853761125
417,Louisiana,35.0,2018,Employment,1806.7,4659690,0.38772965583547403
418,Maine,35.0,2018,Employment,601.0,1339057,0.44882331372002837
419,Maryland,39.6,2018,Employment,2421.8,6035802,0.40123913938860156
420,Massachusetts,36.9,2018,Employment,3413.3,6882635,0.49592924802782656
421,Michigan,36.0,2018,Employment,4059.6,9984072,0.40660764465640875
422,Minnesota,32.0,2018,Employment,2706.8,5606249,0.4828183692875575
423,Mississippi,36.5,2018,Employment,991.3,2981020,0.33253718525873693
424,Missouri,38.0,2018,Employment,2627.8,6121623,0.42926524550760475
425,Montana,29.5,2018,Employment,430.7,1060665,0.40606600576053703
426,Nebraska,28.0,2018,Employment,918.6,1925614,0.4770426471764331
427,Nevada,37.0,2018,Employment,1292.3,3027341,0.42687625873662727
428,New Hampshire,36.9,2018,Employment,645.3,1353465,0.47677627422947766
429,New Jersey,38.4,2018,Employment,3745.5,8886025,0.42150455349833027
430,New Mexico,33.2,2018,Employment,724.6,2092741,0.3462444707682413
431,New York,34.0,2018,Employment,8731.9,19530351,0.44709385919382605
432,North Carolina,37.8,2018,Employment,4043.1,10381615,0.3894480772018612
433,North Dakota,35.0,2018,Employment,375.1,758080,0.49480265934993667
434,Ohio,36.8,2018,Employment,5078.7,11676341,0.4349564645294275
435,Oklahoma,37.5,2018,Employment,1488.4,3940235,0.37774396704765073
436,Oregon,29.2,2018,Employment,1805.2,4181886,0.43167126028782227
437,Pennsylvania,37.7,2018,Employment,5684.3,12800922,0.4440539517387888
438,Rhode Island,35.0,2018,Employment,464.8,1058287,0.43920033034517103
439,South Carolina,33.7,2018,Employment,1911.3,5084156,0.375932603169533
440,South Dakota,32.1,2018,Employment,387.3,878698,0.4407657693542036
441,Tennessee,35.3,2018,Employment,2873.5,6771631,0.42434385453076223
442,Texas,36.2,2018,Employment,11535.4,28628666,0.4029318026903524
443,Utah,44.3,2018,Employment,1354.1,3153550,0.4293891011716954
444,Vermont,29.8,2018,Employment,292.4,624358,0.4683210593922077
445,Virginia,30.2,2018,Employment,3527.9,8501286,0.4149842741439354
446,Washington,25.7,2018,Employment,3071.1,7523869,0.40818095051894177
447,West Virginia,33.7,2018,Employment,611.8,1804291,0.3390805585130115
448,Wisconsin,39.3,2018,Employment,2757.5,5807406,0.47482473241925915
449,Wyoming,39.6,2018,Employment,235.9,577601,0.40841342033687617
450,Alabama,39.2,2019,Employment,1800.0,4903185,0.3671083183685706
451,Alaska,19.2,2019,Employment,281.3,731545,0.38452863460210923
452,Arizona,41.8,2019,Employment,2757.7,7278717,0.3788717159906066
453,Arkansas,36.2,2019,Employment,1136.8,3017804,0.37669775770726
454,California,43.8,2019,Employment,16593.6,39512223,0.4199611851755341
455,Colorado,34.1,2019,Employment,2542.8,5758736,0.44155523017551074
456,Connecticut,39.5,2019,Employment,1590.8,3565287,0.4461912883871621
457,Delaware,42.3,2019,Employment,421.6,973764,0.43295911535033127
458,Florida,35.8,2019,Employment,8437.7,21477737,0.3928579626428986
459,Georgia,38.6,2019,Employment,4196.1,10617423,0.3952088939095673
460,Hawaii,17.8,2019,Employment,579.0,1415872,0.4089352709849478
461,Idaho,24.4,2019,Employment,695.5,1787065,0.3891856199970342
462,Illinois,41.5,2019,Employment,5603.4,12671821,0.44219374626582875
463,Indiana,37.1,2019,Employment,2889.1,6732219,0.4291452788449098
464,Iowa,34.4,2019,Employment,1433.6,3155070,0.4543797760430038
465,Kansas,32.0,2019,Employment,1248.9,2913314,0.4286870553603216
466,Kentucky,40.2,2019,Employment,1724.4,4467673,0.3859727424097511
467,Louisiana,35.8,2019,Employment,1798.5,4648794,0.3868745313300611
468,Maine,33.7,2019,Employment,603.2,1344212,0.4487387406153196
469,Maryland,40.6,2019,Employment,2425.8,6045680,0.40124518664567094
470,Massachusetts,37.5,2019,Employment,3476.0,6892503,0.5043160663114692
471,Michigan,34.8,2019,Employment,4069.4,9986857,0.4074755451089367
472,Minnesota,29.5,2019,Employment,2748.5,5639632,0.4873544940520942
473,Mississippi,38.6,2019,Employment,992.6,2976149,0.3335182479103029
474,Missouri,37.6,2019,Employment,2684.0,6137428,0.4373167391943335
475,Montana,26.4,2019,Employment,434.9,1068778,0.4069133159552311
476,Nebraska,24.9,2019,Employment,916.7,1934408,0.47389175396296956
477,Nevada,34.0,2019,Employment,1342.3,3080156,0.43578961585062576
478,New Hampshire,35.4,2019,Employment,649.0,1359711,0.4773073101563494
479,New Jersey,39.4,2019,Employment,3788.9,8882190,0.4265727258705342
480,New Mexico,31.2,2019,Employment,728.9,2096829,0.3476201445134534
481,New York,34.7,2019,Employment,8811.9,19453561,0.4529710524463876
482,North Carolina,38.9,2019,Employment,4159.6,10488084,0.3966024680961747
483,North Dakota,32.7,2019,Employment,380.2,762062,0.4989095375441893
484,Ohio,37.5,2019,Employment,5109.7,11689100,0.43713373997998134
485,Oklahoma,36.2,2019,Employment,1478.6,3956971,0.3736696579277432
486,Oregon,26.7,2019,Employment,1834.0,4217737,0.43483033674219135
487,Pennsylvania,38.4,2019,Employment,5748.7,12801989,0.4490474097423455
488,Rhode Island,37.0,2019,Employment,469.1,1059361,0.44281411152572164
489,South Carolina,33.6,2019,Employment,1951.0,5148714,0.3789295734818442
490,South Dakota,31.2,2019,Employment,390.9,884659,0.4418651706476733
491,Tennessee,36.2,2019,Employment,2913.9,6829174,0.42668410557411485
492,Texas,38.0,2019,Employment,11763.8,28995881,0.40570590008974033
493,Utah,42.2,2019,Employment,1402.4,3205958,0.4374355496859285
494,Vermont,29.0,2019,Employment,289.7,623989,0.4642710047773278
495,Virginia,32.2,2019,Employment,3552.4,8535519,0.41619027501432543
496,Washington,24.9,2019,Employment,3165.7,7614893,0.4157248171445088
497,West Virginia,35.9,2019,Employment,604.3,1792147,0.33719332175318206
498,Wisconsin,36.2,2019,Employment,2784.1,5822434,0.4781677216092102
499,Wyoming,38.8,2019,Employment,239.5,578759,0.4138164590097087
