,State,Median AQI,Year,Units,Value
4842,Ohio,38.3,2016,Thousands of jobs,4978.8
4852,Oklahoma,36.2,2016,Thousands of jobs,1435.7
4862,Oregon,24.6,2016,Thousands of jobs,1728.9
4872,Pennsylvania,41.4,2016,Thousands of jobs,5521.1
4882,Rhode Island,37.0,2016,Thousands of jobs,457.9
4892,South Carolina,37.3,2016,Thousands of jobs,1826.7
4902,South Dakota,30.9,2016,Thousands of jobs,387.6
4912,Tennessee,36.6,2016,Thousands of jobs,2745.7
4922,Texas,36.2,2016,Thousands of jobs,10989.0
4932,Utah,39.5,2016,Thousands of jobs,1268.0
4942,Vermont,29.0,2016,Thousands of jobs,290.3
4952,Virginia,30.0,2016,Thousands of jobs,3380.1
4962,Washington,24.1,2016,Thousands of jobs,2905.8
4972,West Virginia,35.4,2016,Thousands of jobs,602.9
4982,Wisconsin,36.0,2016,Thousands of jobs,2705.2
4992,Wyoming,37.3,2016,Thousands of jobs,234.7
5002,Alabama,38.4,2017,Thousands of jobs,1746.5
5012,Alaska,22.0,2017,Thousands of jobs,274.1
5022,Arizona,44.2,2017,Thousands of jobs,2592.1
5032,Arkansas,37.1,2017,Thousands of jobs,1109.4
5042,California,49.0,2017,Thousands of jobs,16138.7
5052,Colorado,36.4,2017,Thousands of jobs,2423.9
5062,Connecticut,38.2,2017,Thousands of jobs,1573.1
5072,Delaware,41.3,2017,Thousands of jobs,409.6
5082,Florida,37.0,2017,Thousands of jobs,7989.1
5092,Georgia,37.2,2017,Thousands of jobs,4070.6
5102,Hawaii,28.8,2017,Thousands of jobs,572.3
5112,Idaho,28.4,2017,Thousands of jobs,653.3
5122,Illinois,40.8,2017,Thousands of jobs,5532.3
5132,Indiana,38.3,2017,Thousands of jobs,2827.7
5142,Iowa,36.8,2017,Thousands of jobs,1415.1
5152,Kansas,32.6,2017,Thousands of jobs,1243.5
5162,Kentucky,39.5,2017,Thousands of jobs,1717.6
5172,Louisiana,36.4,2017,Thousands of jobs,1789.9
5182,Maine,33.8,2017,Thousands of jobs,604.0
5192,Maryland,40.9,2017,Thousands of jobs,2386.8
5202,Massachusetts,37.5,2017,Thousands of jobs,3379.7
5212,Michigan,36.6,2017,Thousands of jobs,4010.1
5222,Minnesota,31.6,2017,Thousands of jobs,2687.2
5232,Mississippi,35.8,2017,Thousands of jobs,981.7
5242,Missouri,39.8,2017,Thousands of jobs,2609.1
5252,Montana,30.9,2017,Thousands of jobs,422.9
5262,Nebraska,28.9,2017,Thousands of jobs,913.0
5272,Nevada,38.1,2017,Thousands of jobs,1250.7
5282,New Hampshire,36.0,2017,Thousands of jobs,631.3
5292,New Jersey,38.4,2017,Thousands of jobs,3710.2
5302,New Mexico,31.9,2017,Thousands of jobs,709.5
5312,New York,34.4,2017,Thousands of jobs,8611.9
5322,North Carolina,38.9,2017,Thousands of jobs,3952.4
5332,North Dakota,33.0,2017,Thousands of jobs,372.0
5342,Ohio,37.5,2017,Thousands of jobs,5029.7
5352,Oklahoma,36.8,2017,Thousands of jobs,1441.9
5362,Oregon,28.7,2017,Thousands of jobs,1758.7
5372,Pennsylvania,41.5,2017,Thousands of jobs,5551.4
5382,Rhode Island,34.3,2017,Thousands of jobs,460.0
5392,South Carolina,35.6,2017,Thousands of jobs,1859.6
5402,South Dakota,31.6,2017,Thousands of jobs,386.1
5412,Tennessee,36.8,2017,Thousands of jobs,2809.4
5422,Texas,37.2,2017,Thousands of jobs,11220.8
5432,Utah,44.2,2017,Thousands of jobs,1312.8
5442,Vermont,29.2,2017,Thousands of jobs,290.8
5452,Virginia,31.2,2017,Thousands of jobs,3448.4
5462,Washington,26.7,2017,Thousands of jobs,3023.5
5472,West Virginia,36.0,2017,Thousands of jobs,597.9
5482,Wisconsin,37.0,2017,Thousands of jobs,2735.1
5492,Wyoming,38.6,2017,Thousands of jobs,232.4
5502,Alabama,36.8,2018,Thousands of jobs,1772.6
5512,Alaska,22.0,2018,Thousands of jobs,276.0
5522,Arizona,43.1,2018,Thousands of jobs,2676.4
5532,Arkansas,35.4,2018,Thousands of jobs,1119.7
5542,California,48.8,2018,Thousands of jobs,16487.7
5552,Colorado,39.1,2018,Thousands of jobs,2504.2
5562,Connecticut,37.6,2018,Thousands of jobs,1595.0
5572,Delaware,40.0,2018,Thousands of jobs,417.2
5582,Florida,34.8,2018,Thousands of jobs,8274.4
5592,Georgia,34.8,2018,Thousands of jobs,4111.9
5602,Hawaii,27.5,2018,Thousands of jobs,578.5
5612,Idaho,27.0,2018,Thousands of jobs,672.1
5622,Illinois,40.7,2018,Thousands of jobs,5597.7
5632,Indiana,36.3,2018,Thousands of jobs,2856.3
5642,Iowa,38.2,2018,Thousands of jobs,1416.3
5652,Kansas,32.6,2018,Thousands of jobs,1241.6
5662,Kentucky,38.3,2018,Thousands of jobs,1727.8
5672,Louisiana,35.0,2018,Thousands of jobs,1806.7
5682,Maine,35.0,2018,Thousands of jobs,601.0
5692,Maryland,39.6,2018,Thousands of jobs,2421.8
5702,Massachusetts,36.9,2018,Thousands of jobs,3413.3
5712,Michigan,36.0,2018,Thousands of jobs,4059.6
5722,Minnesota,32.0,2018,Thousands of jobs,2706.8
5732,Mississippi,36.5,2018,Thousands of jobs,991.3
5742,Missouri,38.0,2018,Thousands of jobs,2627.8
5752,Montana,29.5,2018,Thousands of jobs,430.7
5762,Nebraska,28.0,2018,Thousands of jobs,918.6
5772,Nevada,37.0,2018,Thousands of jobs,1292.3
5782,New Hampshire,36.9,2018,Thousands of jobs,645.3
5792,New Jersey,38.4,2018,Thousands of jobs,3745.5
5802,New Mexico,33.2,2018,Thousands of jobs,724.6
5812,New York,34.0,2018,Thousands of jobs,8731.9
5822,North Carolina,37.8,2018,Thousands of jobs,4043.1
5832,North Dakota,35.0,2018,Thousands of jobs,375.1
5842,Ohio,36.8,2018,Thousands of jobs,5078.7
5852,Oklahoma,37.5,2018,Thousands of jobs,1488.4
5862,Oregon,29.2,2018,Thousands of jobs,1805.2
5872,Pennsylvania,37.7,2018,Thousands of jobs,5684.3
5882,Rhode Island,35.0,2018,Thousands of jobs,464.8
5892,South Carolina,33.7,2018,Thousands of jobs,1911.3
5902,South Dakota,32.1,2018,Thousands of jobs,387.3
5912,Tennessee,35.3,2018,Thousands of jobs,2873.5
5922,Texas,36.2,2018,Thousands of jobs,11535.4
5932,Utah,44.3,2018,Thousands of jobs,1354.1
5942,Vermont,29.8,2018,Thousands of jobs,292.4
5952,Virginia,30.2,2018,Thousands of jobs,3527.9
5962,Washington,25.7,2018,Thousands of jobs,3071.1
5972,West Virginia,33.7,2018,Thousands of jobs,611.8
5982,Wisconsin,39.3,2018,Thousands of jobs,2757.5
5992,Wyoming,39.6,2018,Thousands of jobs,235.9
6002,Alabama,39.2,2019,Thousands of jobs,1800.0
6012,Alaska,19.2,2019,Thousands of jobs,281.3
6022,Arizona,41.8,2019,Thousands of jobs,2757.7
6032,Arkansas,36.2,2019,Thousands of jobs,1136.8
6042,California,43.8,2019,Thousands of jobs,16593.6
6052,Colorado,34.1,2019,Thousands of jobs,2542.8
6062,Connecticut,39.5,2019,Thousands of jobs,1590.8
6072,Delaware,42.3,2019,Thousands of jobs,421.6
6082,Florida,35.8,2019,Thousands of jobs,8437.7
6092,Georgia,38.6,2019,Thousands of jobs,4196.1
6102,Hawaii,17.8,2019,Thousands of jobs,579.0
6112,Idaho,24.4,2019,Thousands of jobs,695.5
6122,Illinois,41.5,2019,Thousands of jobs,5603.4
6132,Indiana,37.1,2019,Thousands of jobs,2889.1
6142,Iowa,34.4,2019,Thousands of jobs,1433.6
6152,Kansas,32.0,2019,Thousands of jobs,1248.9
6162,Kentucky,40.2,2019,Thousands of jobs,1724.4
6172,Louisiana,35.8,2019,Thousands of jobs,1798.5
6182,Maine,33.7,2019,Thousands of jobs,603.2
6192,Maryland,40.6,2019,Thousands of jobs,2425.8
6202,Massachusetts,37.5,2019,Thousands of jobs,3476.0
6212,Michigan,34.8,2019,Thousands of jobs,4069.4
6222,Minnesota,29.5,2019,Thousands of jobs,2748.5
6232,Mississippi,38.6,2019,Thousands of jobs,992.6
6242,Missouri,37.6,2019,Thousands of jobs,2684.0
6252,Montana,26.4,2019,Thousands of jobs,434.9
6262,Nebraska,24.9,2019,Thousands of jobs,916.7
6272,Nevada,34.0,2019,Thousands of jobs,1342.3
6282,New Hampshire,35.4,2019,Thousands of jobs,649.0
6292,New Jersey,39.4,2019,Thousands of jobs,3788.9
6302,New Mexico,31.2,2019,Thousands of jobs,728.9
6312,New York,34.7,2019,Thousands of jobs,8811.9
6322,North Carolina,38.9,2019,Thousands of jobs,4159.6
6332,North Dakota,32.7,2019,Thousands of jobs,380.2
6342,Ohio,37.5,2019,Thousands of jobs,5109.7
6352,Oklahoma,36.2,2019,Thousands of jobs,1478.6
6362,Oregon,26.7,2019,Thousands of jobs,1834.0
6372,Pennsylvania,38.4,2019,Thousands of jobs,5748.7
6382,Rhode Island,37.0,2019,Thousands of jobs,469.1
6392,South Carolina,33.6,2019,Thousands of jobs,1951.0
6402,South Dakota,31.2,2019,Thousands of jobs,390.9
6412,Tennessee,36.2,2019,Thousands of jobs,2913.9
6422,Texas,38.0,2019,Thousands of jobs,11763.8
6432,Utah,42.2,2019,Thousands of jobs,1402.4
6442,Vermont,29.0,2019,Thousands of jobs,289.7
6452,Virginia,32.2,2019,Thousands of jobs,3552.4
6462,Washington,24.9,2019,Thousands of jobs,3165.7
6472,West Virginia,35.9,2019,Thousands of jobs,604.3
6482,Wisconsin,36.2,2019,Thousands of jobs,2784.1
6492,Wyoming,38.8,2019,Thousands of jobs,239.5
6502,Alabama,35.2,2020,Thousands of jobs,1723.4
6512,Alaska,15.8,2020,Thousands of jobs,253.9
6522,Arizona,47.1,2020,Thousands of jobs,2680.0
6532,Arkansas,33.0,2020,Thousands of jobs,1106.9
6542,California,48.0,2020,Thousands of jobs,15114.2
6552,Colorado,34.6,2020,Thousands of jobs,2408.0
6562,Connecticut,39.1,2020,Thousands of jobs,1488.1
6572,Delaware,38.0,2020,Thousands of jobs,391.6
6582,Florida,35.8,2020,Thousands of jobs,7935.1
6592,Georgia,33.1,2020,Thousands of jobs,3971.2
6602,Hawaii,17.2,2020,Thousands of jobs,482.2
6612,Idaho,25.9,2020,Thousands of jobs,703.4
6622,Illinois,39.1,2020,Thousands of jobs,5186.9
6632,Indiana,35.8,2020,Thousands of jobs,2731.2
6642,Iowa,33.9,2020,Thousands of jobs,1352.8
6652,Kansas,31.5,2020,Thousands of jobs,1185.0
6662,Kentucky,36.2,2020,Thousands of jobs,1643.9
6672,Louisiana,33.9,2020,Thousands of jobs,1645.1
6682,Maine,33.5,2020,Thousands of jobs,565.0
6692,Maryland,35.7,2020,Thousands of jobs,2229.7
6702,Massachusetts,36.5,2020,Thousands of jobs,3140.0
6712,Michigan,33.6,2020,Thousands of jobs,3683.9
6722,Minnesota,29.4,2020,Thousands of jobs,2572.2
6732,Mississippi,37.2,2020,Thousands of jobs,952.1
6742,Missouri,35.0,2020,Thousands of jobs,2529.5
6752,Montana,25.9,2020,Thousands of jobs,427.7
6762,Nebraska,25.2,2020,Thousands of jobs,881.3
6772,Nevada,36.2,2020,Thousands of jobs,1184.6
6782,New Hampshire,36.1,2020,Thousands of jobs,599.1
6792,New Jersey,36.9,2020,Thousands of jobs,3471.7
6802,New Mexico,31.9,2020,Thousands of jobs,679.0
6812,New York,33.6,2020,Thousands of jobs,7869.7
6822,North Carolina,33.3,2020,Thousands of jobs,4007.5
6832,North Dakota,33.4,2020,Thousands of jobs,351.4
6842,Ohio,34.9,2020,Thousands of jobs,4802.2
6852,Oklahoma,37.4,2020,Thousands of jobs,1415.6
6862,Oregon,27.4,2020,Thousands of jobs,1705.1
6872,Pennsylvania,36.4,2020,Thousands of jobs,5256.4
6882,Rhode Island,34.3,2020,Thousands of jobs,423.2
6892,South Carolina,33.6,2020,Thousands of jobs,1840.5
6902,South Dakota,33.1,2020,Thousands of jobs,382.2
6912,Tennessee,32.4,2020,Thousands of jobs,2798.5
6922,Texas,35.5,2020,Thousands of jobs,11190.7
6932,Utah,41.3,2020,Thousands of jobs,1369.6
6942,Vermont,29.2,2020,Thousands of jobs,261.9
6952,Virginia,28.9,2020,Thousands of jobs,3375.0
6962,Washington,23.8,2020,Thousands of jobs,3001.3
6972,West Virginia,32.2,2020,Thousands of jobs,554.4
6982,Wisconsin,36.2,2020,Thousands of jobs,2622.3
6992,Wyoming,35.5,2020,Thousands of jobs,224.8
7002,Alabama,35.5,2021,Thousands of jobs,1775.8
7012,Alaska,17.2,2021,Thousands of jobs,262.6
7022,Arizona,48.8,2021,Thousands of jobs,2790.3
7032,Arkansas,35.8,2021,Thousands of jobs,1158.6
7042,California,47.8,2021,Thousands of jobs,15875.6
7052,Colorado,35.9,2021,Thousands of jobs,2540.1
7062,Connecticut,38.0,2021,Thousands of jobs,1538.8
7072,Delaware,39.7,2021,Thousands of jobs,404.9
7082,Florida,36.3,2021,Thousands of jobs,8524.1
7092,Georgia,36.4,2021,Thousands of jobs,4221.0
7102,Hawaii,18.2,2021,Thousands of jobs,511.8
7112,Idaho,29.5,2021,Thousands of jobs,747.3
7122,Illinois,41.3,2021,Thousands of jobs,5326.2
7132,Indiana,37.1,2021,Thousands of jobs,2873.9
7142,Iowa,37.2,2021,Thousands of jobs,1372.5
7152,Kansas,35.0,2021,Thousands of jobs,1202.7
7162,Kentucky,37.9,2021,Thousands of jobs,1709.8
7172,Louisiana,34.5,2021,Thousands of jobs,1698.7
7182,Maine,33.4,2021,Thousands of jobs,589.0
7192,Maryland,38.9,2021,Thousands of jobs,2313.2
7202,Massachusetts,36.2,2021,Thousands of jobs,3288.9
7212,Michigan,36.9,2021,Thousands of jobs,3834.6
7222,Minnesota,33.1,2021,Thousands of jobs,2612.4
7232,Mississippi,36.8,2021,Thousands of jobs,975.1
7242,Missouri,37.0,2021,Thousands of jobs,2588.7
7252,Montana,30.2,2021,Thousands of jobs,452.7
7262,Nebraska,29.1,2021,Thousands of jobs,903.0
7272,Nevada,37.4,2021,Thousands of jobs,1290.6
7282,New Hampshire,35.4,2021,Thousands of jobs,626.9
7292,New Jersey,38.3,2021,Thousands of jobs,3655.5
7302,New Mexico,33.2,2021,Thousands of jobs,697.3
7312,New York,34.6,2021,Thousands of jobs,8106.8
7322,North Carolina,36.9,2021,Thousands of jobs,4221.4
7332,North Dakota,35.8,2021,Thousands of jobs,353.5
7342,Ohio,37.2,2021,Thousands of jobs,4914.7
7352,Oklahoma,40.4,2021,Thousands of jobs,1447.9
7362,Oregon,27.7,2021,Thousands of jobs,1768.1
7372,Pennsylvania,38.3,2021,Thousands of jobs,5392.4
7382,Rhode Island,34.7,2021,Thousands of jobs,445.0
7392,South Carolina,37.2,2021,Thousands of jobs,1927.7
7402,South Dakota,32.7,2021,Thousands of jobs,396.0
7412,Tennessee,35.1,2021,Thousands of jobs,2924.9
7422,Texas,36.3,2021,Thousands of jobs,11749.0
7432,Utah,42.2,2021,Thousands of jobs,1445.6
7442,Vermont,28.5,2021,Thousands of jobs,269.9
7452,Virginia,30.8,2021,Thousands of jobs,3437.9
7462,Washington,25.6,2021,Thousands of jobs,3071.5
7472,West Virginia,34.4,2021,Thousands of jobs,573.9
7482,Wisconsin,38.0,2021,Thousands of jobs,2705.5
7492,Wyoming,35.2,2021,Thousands of jobs,233.4
