,State,Median AQI,Year,Units,Value
5138,Indiana,38.3,2017,Index (2012=100),99.735
5148,Iowa,36.8,2017,Index (2012=100),103.942
5158,Kansas,32.6,2017,Index (2012=100),109.108
5168,Kentucky,39.5,2017,Index (2012=100),98.793
5178,Louisiana,36.4,2017,Index (2012=100),95.813
5188,Maine,33.8,2017,Index (2012=100),100.817
5198,Maryland,40.9,2017,Index (2012=100),106.831
5208,Massachusetts,37.5,2017,Index (2012=100),103.916
5218,Michigan,36.6,2017,Index (2012=100),100.564
5228,Minnesota,31.6,2017,Index (2012=100),104.375
5238,Mississippi,35.8,2017,Index (2012=100),94.868
5248,Missouri,39.8,2017,Index (2012=100),97.731
5258,Montana,30.9,2017,Index (2012=100),104.420
5268,Nebraska,28.9,2017,Index (2012=100),108.001
5278,Nevada,38.1,2017,Index (2012=100),96.582
5288,New Hampshire,36.0,2017,Index (2012=100),105.798
5298,New Jersey,38.4,2017,Index (2012=100),99.998
5308,New Mexico,31.9,2017,Index (2012=100),98.561
5318,New York,34.4,2017,Index (2012=100),98.949
5328,North Carolina,38.9,2017,Index (2012=100),102.991
5338,North Dakota,33.0,2017,Index (2012=100),108.084
5348,Ohio,37.5,2017,Index (2012=100),104.754
5358,Oklahoma,36.8,2017,Index (2012=100),108.634
5368,Oregon,28.7,2017,Index (2012=100),106.076
5378,Pennsylvania,41.5,2017,Index (2012=100),104.880
5388,Rhode Island,34.3,2017,Index (2012=100),98.194
5398,South Carolina,35.6,2017,Index (2012=100),102.077
5408,South Dakota,31.6,2017,Index (2012=100),99.950
5418,Tennessee,36.8,2017,Index (2012=100),100.232
5428,Texas,37.2,2017,Index (2012=100),105.245
5438,Utah,44.2,2017,Index (2012=100),102.588
5448,Vermont,29.2,2017,Index (2012=100),100.025
5458,Virginia,31.2,2017,Index (2012=100),100.590
5468,Washington,26.7,2017,Index (2012=100),109.025
5478,West Virginia,36.0,2017,Index (2012=100),108.021
5488,Wisconsin,37.0,2017,Index (2012=100),100.079
5498,Wyoming,38.6,2017,Index (2012=100),97.717
5508,Alabama,36.8,2018,Index (2012=100),99.362
5518,Alaska,22.0,2018,Index (2012=100),90.986
5528,Arizona,43.1,2018,Index (2012=100),101.116
5538,Arkansas,35.4,2018,Index (2012=100),100.552
5548,California,48.8,2018,Index (2012=100),111.093
5558,Colorado,39.1,2018,Index (2012=100),107.021
5568,Connecticut,37.6,2018,Index (2012=100),102.015
5578,Delaware,40.0,2018,Index (2012=100),89.396
5588,Florida,34.8,2018,Index (2012=100),103.603
5598,Georgia,34.8,2018,Index (2012=100),107.572
5608,Hawaii,27.5,2018,Index (2012=100),107.385
5618,Idaho,27.0,2018,Index (2012=100),105.327
5628,Illinois,40.7,2018,Index (2012=100),101.352
5638,Indiana,36.3,2018,Index (2012=100),102.356
5648,Iowa,38.2,2018,Index (2012=100),105.482
5658,Kansas,32.6,2018,Index (2012=100),111.851
5668,Kentucky,38.3,2018,Index (2012=100),99.531
5678,Louisiana,35.0,2018,Index (2012=100),95.948
5688,Maine,35.0,2018,Index (2012=100),104.435
5698,Maryland,39.6,2018,Index (2012=100),106.072
5708,Massachusetts,36.9,2018,Index (2012=100),107.287
5718,Michigan,36.0,2018,Index (2012=100),101.839
5728,Minnesota,32.0,2018,Index (2012=100),107.114
5738,Mississippi,36.5,2018,Index (2012=100),93.870
5748,Missouri,38.0,2018,Index (2012=100),98.625
5758,Montana,29.5,2018,Index (2012=100),103.800
5768,Nebraska,28.0,2018,Index (2012=100),109.464
5778,Nevada,37.0,2018,Index (2012=100),97.123
5788,New Hampshire,36.9,2018,Index (2012=100),107.037
5798,New Jersey,38.4,2018,Index (2012=100),102.262
5808,New Mexico,33.2,2018,Index (2012=100),99.948
5818,New York,34.0,2018,Index (2012=100),99.980
5828,North Carolina,37.8,2018,Index (2012=100),102.594
5838,North Dakota,35.0,2018,Index (2012=100),110.962
5848,Ohio,36.8,2018,Index (2012=100),105.386
5858,Oklahoma,37.5,2018,Index (2012=100),107.045
5868,Oregon,29.2,2018,Index (2012=100),108.661
5878,Pennsylvania,37.7,2018,Index (2012=100),104.197
5888,Rhode Island,35.0,2018,Index (2012=100),97.676
5898,South Carolina,33.7,2018,Index (2012=100),102.432
5908,South Dakota,32.1,2018,Index (2012=100),100.021
5918,Tennessee,35.3,2018,Index (2012=100),99.645
5928,Texas,36.2,2018,Index (2012=100),106.888
5938,Utah,44.3,2018,Index (2012=100),106.239
5948,Vermont,29.8,2018,Index (2012=100),100.840
5958,Virginia,30.2,2018,Index (2012=100),101.785
5968,Washington,25.7,2018,Index (2012=100),115.693
5978,West Virginia,33.7,2018,Index (2012=100),108.830
5988,Wisconsin,39.3,2018,Index (2012=100),102.201
5998,Wyoming,39.6,2018,Index (2012=100),98.144
6008,Alabama,39.2,2019,Index (2012=100),99.467
6018,Alaska,19.2,2019,Index (2012=100),90.036
6028,Arizona,41.8,2019,Index (2012=100),101.902
6038,Arkansas,36.2,2019,Index (2012=100),100.924
6048,California,43.8,2019,Index (2012=100),115.129
6058,Colorado,34.1,2019,Index (2012=100),110.143
6068,Connecticut,39.5,2019,Index (2012=100),103.457
6078,Delaware,42.3,2019,Index (2012=100),92.932
6088,Florida,35.8,2019,Index (2012=100),105.138
6098,Georgia,38.6,2019,Index (2012=100),109.842
6108,Hawaii,17.8,2019,Index (2012=100),106.925
6118,Idaho,24.4,2019,Index (2012=100),106.393
6128,Illinois,41.5,2019,Index (2012=100),102.128
6138,Indiana,37.1,2019,Index (2012=100),101.891
6148,Iowa,34.4,2019,Index (2012=100),104.546
6158,Kansas,32.0,2019,Index (2012=100),112.079
6168,Kentucky,40.2,2019,Index (2012=100),102.085
6178,Louisiana,35.8,2019,Index (2012=100),96.316
6188,Maine,33.7,2019,Index (2012=100),106.624
6198,Maryland,40.6,2019,Index (2012=100),106.210
6208,Massachusetts,37.5,2019,Index (2012=100),108.899
6218,Michigan,34.8,2019,Index (2012=100),101.569
6228,Minnesota,29.5,2019,Index (2012=100),106.184
6238,Mississippi,38.6,2019,Index (2012=100),94.736
6248,Missouri,37.6,2019,Index (2012=100),98.491
6258,Montana,26.4,2019,Index (2012=100),103.222
6268,Nebraska,24.9,2019,Index (2012=100),111.102
6278,Nevada,34.0,2019,Index (2012=100),97.532
6288,New Hampshire,35.4,2019,Index (2012=100),109.136
6298,New Jersey,39.4,2019,Index (2012=100),103.637
6308,New Mexico,31.2,2019,Index (2012=100),105.236
6318,New York,34.7,2019,Index (2012=100),102.025
6328,North Carolina,38.9,2019,Index (2012=100),102.165
6338,North Dakota,32.7,2019,Index (2012=100),111.826
6348,Ohio,37.5,2019,Index (2012=100),107.394
6358,Oklahoma,36.2,2019,Index (2012=100),109.927
6368,Oregon,26.7,2019,Index (2012=100),109.127
6378,Pennsylvania,38.4,2019,Index (2012=100),105.271
6388,Rhode Island,37.0,2019,Index (2012=100),98.199
6398,South Carolina,33.6,2019,Index (2012=100),102.910
6408,South Dakota,31.2,2019,Index (2012=100),100.295
6418,Tennessee,36.2,2019,Index (2012=100),100.517
6428,Texas,38.0,2019,Index (2012=100),108.700
6438,Utah,42.2,2019,Index (2012=100),108.098
6448,Vermont,29.0,2019,Index (2012=100),102.844
6458,Virginia,32.2,2019,Index (2012=100),103.657
6468,Washington,24.9,2019,Index (2012=100),117.426
6478,West Virginia,35.9,2019,Index (2012=100),108.903
6488,Wisconsin,36.2,2019,Index (2012=100),103.167
6498,Wyoming,38.8,2019,Index (2012=100),99.594
6508,Alabama,35.2,2020,Index (2012=100),99.957
6518,Alaska,15.8,2020,Index (2012=100),91.679
6528,Arizona,47.1,2020,Index (2012=100),103.025
6538,Arkansas,33.0,2020,Index (2012=100),101.792
6548,California,48.0,2020,Index (2012=100),122.335
6558,Colorado,34.6,2020,Index (2012=100),111.667
6568,Connecticut,39.1,2020,Index (2012=100),102.922
6578,Delaware,38.0,2020,Index (2012=100),95.975
6588,Florida,35.8,2020,Index (2012=100),107.266
6598,Georgia,33.1,2020,Index (2012=100),110.576
6608,Hawaii,17.2,2020,Index (2012=100),109.175
6618,Idaho,25.9,2020,Index (2012=100),104.002
6628,Illinois,39.1,2020,Index (2012=100),103.830
6638,Indiana,35.8,2020,Index (2012=100),103.895
6648,Iowa,33.9,2020,Index (2012=100),108.439
6658,Kansas,31.5,2020,Index (2012=100),115.323
6668,Kentucky,36.2,2020,Index (2012=100),103.388
6678,Louisiana,33.9,2020,Index (2012=100),98.044
6688,Maine,33.5,2020,Index (2012=100),110.845
6698,Maryland,35.7,2020,Index (2012=100),108.097
6708,Massachusetts,36.5,2020,Index (2012=100),115.838
6718,Michigan,33.6,2020,Index (2012=100),105.604
6728,Minnesota,29.4,2020,Index (2012=100),107.998
6738,Mississippi,37.2,2020,Index (2012=100),96.403
6748,Missouri,35.0,2020,Index (2012=100),100.683
6758,Montana,25.9,2020,Index (2012=100),102.191
6768,Nebraska,25.2,2020,Index (2012=100),113.775
6778,Nevada,36.2,2020,Index (2012=100),100.487
6788,New Hampshire,36.1,2020,Index (2012=100),114.280
6798,New Jersey,36.9,2020,Index (2012=100),107.309
6808,New Mexico,31.9,2020,Index (2012=100),108.951
6818,New York,33.6,2020,Index (2012=100),108.084
6828,North Carolina,33.3,2020,Index (2012=100),102.321
6838,North Dakota,33.4,2020,Index (2012=100),114.662
6848,Ohio,34.9,2020,Index (2012=100),109.663
6858,Oklahoma,37.4,2020,Index (2012=100),106.810
6868,Oregon,27.4,2020,Index (2012=100),112.863
6878,Pennsylvania,36.4,2020,Index (2012=100),109.349
6888,Rhode Island,34.3,2020,Index (2012=100),103.958
6898,South Carolina,33.6,2020,Index (2012=100),105.524
6908,South Dakota,33.1,2020,Index (2012=100),100.807
6918,Tennessee,32.4,2020,Index (2012=100),100.326
6928,Texas,35.5,2020,Index (2012=100),109.123
6938,Utah,41.3,2020,Index (2012=100),110.563
6948,Vermont,29.2,2020,Index (2012=100),107.058
6958,Virginia,28.9,2020,Index (2012=100),105.164
6968,Washington,23.8,2020,Index (2012=100),122.606
6978,West Virginia,32.2,2020,Index (2012=100),112.301
6988,Wisconsin,36.2,2020,Index (2012=100),104.302
6998,Wyoming,35.5,2020,Index (2012=100),97.784
7008,Alabama,35.5,2021,Index (2012=100),101.735
7018,Alaska,17.2,2021,Index (2012=100),88.788
7028,Arizona,48.8,2021,Index (2012=100),105.730
7038,Arkansas,35.8,2021,Index (2012=100),102.833
7048,California,47.8,2021,Index (2012=100),127.879
7058,Colorado,35.9,2021,Index (2012=100),113.372
7068,Connecticut,38.0,2021,Index (2012=100),104.520
7078,Delaware,39.7,2021,Index (2012=100),96.954
7088,Florida,36.3,2021,Index (2012=100),108.390
7098,Georgia,36.4,2021,Index (2012=100),111.051
7108,Hawaii,18.2,2021,Index (2012=100),109.921
7118,Idaho,29.5,2021,Index (2012=100),106.556
7128,Illinois,41.3,2021,Index (2012=100),107.023
7138,Indiana,37.1,2021,Index (2012=100),106.735
7148,Iowa,37.2,2021,Index (2012=100),111.585
7158,Kansas,35.0,2021,Index (2012=100),117.242
7168,Kentucky,37.9,2021,Index (2012=100),105.018
7178,Louisiana,34.5,2021,Index (2012=100),97.735
7188,Maine,33.4,2021,Index (2012=100),113.022
7198,Maryland,38.9,2021,Index (2012=100),108.638
7208,Massachusetts,36.2,2021,Index (2012=100),119.075
7218,Michigan,36.9,2021,Index (2012=100),108.900
7228,Minnesota,33.1,2021,Index (2012=100),113.387
7238,Mississippi,36.8,2021,Index (2012=100),98.911
7248,Missouri,37.0,2021,Index (2012=100),103.464
7258,Montana,30.2,2021,Index (2012=100),104.373
7268,Nebraska,29.1,2021,Index (2012=100),114.613
7278,Nevada,37.4,2021,Index (2012=100),100.284
7288,New Hampshire,35.4,2021,Index (2012=100),119.396
7298,New Jersey,38.3,2021,Index (2012=100),108.066
7308,New Mexico,33.2,2021,Index (2012=100),110.765
7318,New York,34.6,2021,Index (2012=100),111.262
7328,North Carolina,36.9,2021,Index (2012=100),105.358
7338,North Dakota,35.8,2021,Index (2012=100),115.607
7348,Ohio,37.2,2021,Index (2012=100),112.567
7358,Oklahoma,40.4,2021,Index (2012=100),107.089
7368,Oregon,27.7,2021,Index (2012=100),115.788
7378,Pennsylvania,38.3,2021,Index (2012=100),112.515
7388,Rhode Island,34.7,2021,Index (2012=100),105.295
7398,South Carolina,37.2,2021,Index (2012=100),107.750
7408,South Dakota,32.7,2021,Index (2012=100),102.892
7418,Tennessee,35.1,2021,Index (2012=100),105.440
7428,Texas,36.3,2021,Index (2012=100),110.593
7438,Utah,42.2,2021,Index (2012=100),112.871
7448,Vermont,28.5,2021,Index (2012=100),109.172
7458,Virginia,30.8,2021,Index (2012=100),108.495
7468,Washington,25.6,2021,Index (2012=100),129.706
7478,West Virginia,34.4,2021,Index (2012=100),113.162
7488,Wisconsin,38.0,2021,Index (2012=100),105.758
7498,Wyoming,35.2,2021,Index (2012=100),95.525
