,State,Median AQI,Year,Measure,Value,Population,per_capita
377,Nevada,38.1,2017,Hours worked,2079.611,2969905,700.2281217749388
378,New Hampshire,36.0,2017,Hours worked,1036.937,1348787,768.7922555599956
379,New Jersey,38.4,2017,Hours worked,6066.967,8885525,682.7921816662493
380,New Mexico,31.9,2017,Hours worked,1145.6,2091784,547.6664894654515
381,New York,34.4,2017,Hours worked,13876.186,19589572,708.3455422099064
382,North Carolina,38.9,2017,Hours worked,6593.718,10268233,642.1472905805701
383,North Dakota,33.0,2017,Hours worked,628.081,754942,831.9592763417587
384,Ohio,37.5,2017,Hours worked,8272.532,11659650,709.5008855325846
385,Oklahoma,36.8,2017,Hours worked,2469.974,3931316,628.2817255087101
386,Oregon,28.7,2017,Hours worked,2875.054,4143625,693.8499502247429
387,Pennsylvania,41.5,2017,Hours worked,9035.869,12787641,706.6095302487769
388,Rhode Island,34.3,2017,Hours worked,727.406,1055673,689.0448083828989
389,South Carolina,35.6,2017,Hours worked,3119.992,5021268,621.3554026592486
390,South Dakota,31.6,2017,Hours worked,628.088,872868,719.5681363046875
391,Tennessee,36.8,2017,Hours worked,4793.414,6708799,714.4965887336914
392,Texas,37.2,2017,Hours worked,19435.144,28295273,686.8689339028466
393,Utah,44.2,2017,Hours worked,2181.882,3101042,703.5964040474138
394,Vermont,29.2,2017,Hours worked,467.434,624344,748.6802147534052
395,Virginia,31.2,2017,Hours worked,5736.641,8463587,677.8025676347393
396,Washington,26.7,2017,Hours worked,5032.621,7423362,677.9436325481635
397,West Virginia,36.0,2017,Hours worked,1019.128,1817004,560.8837404870875
398,Wisconsin,37.0,2017,Hours worked,4465.286,5790186,771.1817893242116
399,Wyoming,38.6,2017,Hours worked,384.784,578931,664.6457004375305
400,Alabama,36.8,2018,Hours worked,3024.191,4887681,618.7373930499965
401,Alaska,22.0,2018,Hours worked,464.092,735139,631.2982986890914
402,Arizona,43.1,2018,Hours worked,4522.324,7158024,631.7838554327284
403,Arkansas,35.4,2018,Hours worked,1896.015,3009733,629.9611958934563
404,California,48.8,2018,Hours worked,27540.37,39461588,697.9032369401859
405,Colorado,39.1,2018,Hours worked,4049.827,5691287,711.5836892428725
406,Connecticut,37.6,2018,Hours worked,2593.377,3571520,726.1269711495386
407,Delaware,40.0,2018,Hours worked,662.959,965479,686.66330391443
408,Florida,34.8,2018,Hours worked,13938.736,21244317,656.1159862188085
409,Georgia,34.8,2018,Hours worked,6927.042,10511131,659.0196621086732
410,Hawaii,27.5,2018,Hours worked,924.543,1420593,650.8148357763272
411,Idaho,27.0,2018,Hours worked,1104.437,1750536,630.9136173149252
412,Illinois,40.7,2018,Hours worked,9218.306,12723071,724.5346661981215
413,Indiana,36.3,2018,Hours worked,4790.514,6695497,715.482958173232
414,Iowa,38.2,2018,Hours worked,2354.247,3148618,747.7080420679803
415,Kansas,32.6,2018,Hours worked,2034.406,2911359,698.7822525494108
416,Kentucky,38.3,2018,Hours worked,2897.972,4461153,649.6015716116439
417,Louisiana,35.0,2018,Hours worked,3125.016,4659690,670.6489058284993
418,Maine,35.0,2018,Hours worked,989.76,1339057,739.1470266015561
419,Maryland,39.6,2018,Hours worked,4036.256,6035802,668.7190865439258
420,Massachusetts,36.9,2018,Hours worked,5486.411,6882635,797.1381600215615
421,Michigan,36.0,2018,Hours worked,6773.438,9984072,678.4243943753611
422,Minnesota,32.0,2018,Hours worked,4405.578,5606249,785.8334512077505
423,Mississippi,36.5,2018,Hours worked,1666.38,2981020,558.996585061489
424,Missouri,38.0,2018,Hours worked,4266.804,6121623,697.0053529921722
425,Montana,29.5,2018,Hours worked,689.204,1060665,649.7848048158467
426,Nebraska,28.0,2018,Hours worked,1503.215,1925614,780.6419147347287
427,Nevada,37.0,2018,Hours worked,2151.68,3027341,710.7491359579248
428,New Hampshire,36.9,2018,Hours worked,1044.681,1353465,771.8566789684255
429,New Jersey,38.4,2018,Hours worked,6164.257,8886025,693.7024147467512
430,New Mexico,33.2,2018,Hours worked,1175.586,2092741,561.7446210496187
431,New York,34.0,2018,Hours worked,14005.046,19530351,717.0913620548857
432,North Carolina,37.8,2018,Hours worked,6725.005,10381615,647.7802345781461
433,North Dakota,35.0,2018,Hours worked,640.155,758080,844.442539046011
434,Ohio,36.8,2018,Hours worked,8324.127,11676341,712.9054384417174
435,Oklahoma,37.5,2018,Hours worked,2549.625,3940235,647.0743496263548
436,Oregon,29.2,2018,Hours worked,2950.318,4181886,705.4993847273694
437,Pennsylvania,37.7,2018,Hours worked,9328.672,12800922,728.750007226042
438,Rhode Island,35.0,2018,Hours worked,745.592,1058287,704.5272218216797
439,South Carolina,33.7,2018,Hours worked,3196.279,5084156,628.6744545210651
440,South Dakota,32.1,2018,Hours worked,628.404,878698,715.1535567396306
441,Tennessee,35.3,2018,Hours worked,4887.553,6771631,721.7689504936108
442,Texas,36.2,2018,Hours worked,20092.394,28628666,701.82781132729
443,Utah,44.3,2018,Hours worked,2258.249,3153550,716.0974140254634
444,Vermont,29.8,2018,Hours worked,468.642,624358,750.5982144859199
445,Virginia,30.2,2018,Hours worked,5888.524,8501286,692.6627336146555
446,Washington,25.7,2018,Hours worked,5111.986,7523869,679.4358062321394
447,West Virginia,33.7,2018,Hours worked,1037.251,1804291,574.8801052601825
448,Wisconsin,39.3,2018,Hours worked,4455.838,5807406,767.2682089042853
449,Wyoming,39.6,2018,Hours worked,396.962,577601,687.259890478029
450,Alabama,39.2,2019,Hours worked,3048.612,4903185,621.7615692656916
451,Alaska,19.2,2019,Hours worked,478.57,731545,654.1907879898024
452,Arizona,41.8,2019,Hours worked,4619.904,7278717,634.7140574362212
453,Arkansas,36.2,2019,Hours worked,1917.97,3017804,635.5515467538647
454,California,43.8,2019,Hours worked,27479.218,39512223,695.4611994369438
455,Colorado,34.1,2019,Hours worked,4072.495,5758736,707.1855698889478
456,Connecticut,39.5,2019,Hours worked,2572.339,3565287,721.495632749902
457,Delaware,42.3,2019,Hours worked,667.867,973764,685.8612559100562
458,Florida,35.8,2019,Hours worked,14012.725,21477737,652.4302350848229
459,Georgia,38.6,2019,Hours worked,7041.943,10617423,663.2440847463646
460,Hawaii,17.8,2019,Hours worked,920.187,1415872,649.9083250463319
461,Idaho,24.4,2019,Hours worked,1123.9,1787065,628.908293766595
462,Illinois,41.5,2019,Hours worked,9145.81,12671821,721.7439387756503
463,Indiana,37.1,2019,Hours worked,4864.128,6732219,722.5148201506813
464,Iowa,34.4,2019,Hours worked,2378.999,3155070,754.024157942613
465,Kansas,32.0,2019,Hours worked,2057.674,2913314,706.3001104583989
466,Kentucky,40.2,2019,Hours worked,2917.108,4467673,652.9367749161588
467,Louisiana,35.8,2019,Hours worked,3121.591,4648794,671.4840451093337
468,Maine,33.7,2019,Hours worked,983.205,1344212,731.4359639699691
469,Maryland,40.6,2019,Hours worked,3982.463,6045680,658.7287120720912
470,Massachusetts,37.5,2019,Hours worked,5535.658,6892503,803.1419065033414
471,Michigan,34.8,2019,Hours worked,6697.477,9986857,670.6291078364294
472,Minnesota,29.5,2019,Hours worked,4437.054,5639632,786.7630370208552
473,Mississippi,38.6,2019,Hours worked,1673.897,2976149,562.437230125239
474,Missouri,37.6,2019,Hours worked,4320.882,6137428,704.0216194796908
475,Montana,26.4,2019,Hours worked,691.991,1068778,647.4599963696858
476,Nebraska,24.9,2019,Hours worked,1486.284,1934408,768.3404948697482
477,Nevada,34.0,2019,Hours worked,2255.189,3080156,732.1671369891654
478,New Hampshire,35.4,2019,Hours worked,1044.246,1359711,767.9911392935705
479,New Jersey,39.4,2019,Hours worked,6217.886,8882190,700.0397424509046
480,New Mexico,31.2,2019,Hours worked,1188.04,2096829,566.5888825459778
481,New York,34.7,2019,Hours worked,13983.802,19453561,718.8299355578138
482,North Carolina,38.9,2019,Hours worked,6913.039,10488084,659.1326881058542
483,North Dakota,32.7,2019,Hours worked,646.257,762062,848.0372988024596
484,Ohio,37.5,2019,Hours worked,8358.07,11689100,715.0310973471012
485,Oklahoma,36.2,2019,Hours worked,2539.596,3956971,641.8030357058467
486,Oregon,26.7,2019,Hours worked,2968.901,4217737,703.908517766755
487,Pennsylvania,38.4,2019,Hours worked,9422.189,12801989,735.9941490341853
488,Rhode Island,37.0,2019,Hours worked,745.195,1059361,703.4382047290773
489,South Carolina,33.6,2019,Hours worked,3238.363,5148714,628.9654076726732
490,South Dakota,31.2,2019,Hours worked,635.782,884659,718.674653171448
491,Tennessee,36.2,2019,Hours worked,4918.956,6829174,720.2856450867997
492,Texas,38.0,2019,Hours worked,20429.571,28995881,704.5680384741543
493,Utah,42.2,2019,Hours worked,2314.312,3205958,721.8784525561471
494,Vermont,29.0,2019,Hours worked,467.775,623989,749.6526381074025
495,Virginia,32.2,2019,Hours worked,5829.843,8535519,683.0097853452145
496,Washington,24.9,2019,Hours worked,5218.178,7614893,685.2595302389673
497,West Virginia,35.9,2019,Hours worked,1022.51,1792147,570.5502952603777
498,Wisconsin,36.2,2019,Hours worked,4409.367,5822434,757.3064804169528
499,Wyoming,38.8,2019,Hours worked,410.527,578759,709.3228787802868
