,State,Median AQI,Year,Measure,Value,Population,per_capita
343,Utah,39.5,2016,Labor productivity,102.942,3041868,3.384170516274868e-05
344,Vermont,29.0,2016,Labor productivity,100.199,623657,0.00016066363401677524
345,Virginia,30.0,2016,Labor productivity,101.646,8410106,1.208617346796818e-05
346,Washington,24.1,2016,Labor productivity,106.232,7294771,1.4562760092126264e-05
347,West Virginia,35.4,2016,Labor productivity,102.668,1831023,5.607138741566873e-05
348,Wisconsin,36.0,2016,Labor productivity,100.869,5772628,1.7473670570838793e-05
349,Wyoming,37.3,2016,Labor productivity,107.354,584215,0.0001837576919456022
350,Alabama,38.4,2017,Labor productivity,100.282,4874486,2.057283578207015e-05
351,Alaska,22.0,2017,Labor productivity,97.186,739700,0.00013138569690415033
352,Arizona,44.2,2017,Labor productivity,100.427,7044008,1.4257082047606989e-05
353,Arkansas,37.1,2017,Labor productivity,99.819,3001345,3.325808928996833e-05
354,California,49.0,2017,Labor productivity,107.675,39358497,2.735749792478102e-06
355,Colorado,36.4,2017,Labor productivity,110.334,5611885,1.9660773519058215e-05
356,Connecticut,38.2,2017,Labor productivity,103.381,3573297,2.893154417335027e-05
357,Delaware,41.3,2017,Labor productivity,90.096,956823,9.416161609827523e-05
358,Florida,37.0,2017,Labor productivity,103.108,20963613,4.918426990614643e-06
359,Georgia,37.2,2017,Labor productivity,106.48,10410330,1.0228302080721746e-05
360,Hawaii,28.8,2017,Labor productivity,109.022,1424393,7.653926970997471e-05
361,Idaho,28.4,2017,Labor productivity,100.538,1717715,5.853008211490264e-05
362,Illinois,40.8,2017,Labor productivity,101.489,12778828,7.941964630872253e-06
363,Indiana,38.3,2017,Labor productivity,99.445,6658078,1.4935992038543254e-05
364,Iowa,36.8,2017,Labor productivity,103.292,3141550,3.2879311168053985e-05
365,Kansas,32.6,2017,Labor productivity,112.004,2908718,3.8506311027744874e-05
366,Kentucky,39.5,2017,Labor productivity,97.901,4452268,2.1989017732086208e-05
367,Louisiana,36.4,2017,Labor productivity,97.968,4670560,2.0975643177691755e-05
368,Maine,33.8,2017,Labor productivity,101.412,1334612,7.598612930199939e-05
369,Maryland,40.9,2017,Labor productivity,105.596,6023868,1.7529600582217274e-05
370,Massachusetts,37.5,2017,Labor productivity,102.553,6859789,1.4949876738191218e-05
371,Michigan,36.6,2017,Labor productivity,99.966,9973114,1.0023549314687469e-05
372,Minnesota,31.6,2017,Labor productivity,102.887,5566230,1.8484144564633513e-05
373,Mississippi,35.8,2017,Labor productivity,96.758,2988510,3.2376669310124444e-05
374,Missouri,39.8,2017,Labor productivity,100.52,6106670,1.6460689704863698e-05
375,Montana,30.9,2017,Labor productivity,105.826,1052482,0.00010054898801119639
376,Nebraska,28.9,2017,Labor productivity,107.336,1915947,5.60224265076226e-05
377,Nevada,38.1,2017,Labor productivity,96.374,2969905,3.245019621839756e-05
378,New Hampshire,36.0,2017,Labor productivity,103.25,1348787,7.655026331066359e-05
379,New Jersey,38.4,2017,Labor productivity,99.678,8885525,1.1218020319564685e-05
380,New Mexico,31.9,2017,Labor productivity,101.975,2091784,4.875025337224111e-05
381,New York,34.4,2017,Labor productivity,100.748,19589572,5.142940335807235e-06
382,North Carolina,38.9,2017,Labor productivity,103.45,10268233,1.0074761645942393e-05
383,North Dakota,33.0,2017,Labor productivity,109.044,754942,0.00014444023514389185
384,Ohio,37.5,2017,Labor productivity,104.794,11659650,8.987748345790825e-06
385,Oklahoma,36.8,2017,Labor productivity,109.228,3931316,2.7784080445326704e-05
386,Oregon,28.7,2017,Labor productivity,104.691,4143625,2.5265558538719117e-05
387,Pennsylvania,41.5,2017,Labor productivity,103.611,12787641,8.102432653528512e-06
388,Rhode Island,34.3,2017,Labor productivity,99.253,1055673,9.401869707759884e-05
389,South Carolina,35.6,2017,Labor productivity,103.211,5021268,2.0554768237823593e-05
390,South Dakota,31.6,2017,Labor productivity,103.464,872868,0.00011853338649142826
391,Tennessee,36.8,2017,Labor productivity,100.381,6708799,1.4962588683906016e-05
392,Texas,37.2,2017,Labor productivity,106.78,28295273,3.7737752168003467e-06
393,Utah,44.2,2017,Labor productivity,103.442,3101042,3.335717478189589e-05
394,Vermont,29.2,2017,Labor productivity,101.069,624344,0.00016188030957292775
395,Virginia,31.2,2017,Labor productivity,102.158,8463587,1.20702959631655e-05
396,Washington,26.7,2017,Labor productivity,108.315,7423362,1.4591097672456226e-05
397,West Virginia,36.0,2017,Labor productivity,105.81,1817004,5.823322348217175e-05
398,Wisconsin,37.0,2017,Labor productivity,98.899,5790186,1.7080453028624643e-05
399,Wyoming,38.6,2017,Labor productivity,103.319,578931,0.00017846513660522585
400,Alabama,36.8,2018,Labor productivity,100.965,4887681,2.065703551438811e-05
401,Alaska,22.0,2018,Labor productivity,93.525,735139,0.00012722083850809167
402,Arizona,43.1,2018,Labor productivity,101.151,7158024,1.413113451421789e-05
403,Arkansas,35.4,2018,Labor productivity,100.326,3009733,3.333385386677157e-05
404,California,48.8,2018,Labor productivity,109.961,39461588,2.7865325642749095e-06
405,Colorado,39.1,2018,Labor productivity,110.922,5691287,1.948979202770832e-05
406,Connecticut,37.6,2018,Labor productivity,103.038,3571520,2.8849901442523072e-05
407,Delaware,40.0,2018,Labor productivity,89.669,965479,9.287514280476323e-05
408,Florida,34.8,2018,Labor productivity,102.248,21244317,4.8129577430048705e-06
409,Georgia,34.8,2018,Labor productivity,108.273,10511131,1.0300794462555932e-05
410,Hawaii,27.5,2018,Labor productivity,111.575,1420593,7.854114443756939e-05
411,Idaho,27.0,2018,Labor productivity,103.014,1750536,5.884711882531978e-05
412,Illinois,40.7,2018,Labor productivity,102.819,12723071,8.081303641235674e-06
413,Indiana,36.3,2018,Labor productivity,102.562,6695497,1.5318056299629436e-05
414,Iowa,38.2,2018,Labor productivity,105.135,3148618,3.339084004474344e-05
415,Kansas,32.6,2018,Labor productivity,114.401,2911359,3.929470738579474e-05
416,Kentucky,38.3,2018,Labor productivity,99.483,4461153,2.2299840422419944e-05
417,Louisiana,35.0,2018,Labor productivity,96.793,4659690,2.077241189864562e-05
418,Maine,35.0,2018,Labor productivity,103.891,1339057,7.75851961492304e-05
419,Maryland,39.6,2018,Labor productivity,104.145,6035802,1.72545421470088e-05
420,Massachusetts,36.9,2018,Labor productivity,105.884,6882635,1.5384224210640255e-05
421,Michigan,36.0,2018,Labor productivity,100.86,9984072,1.0102090609923486e-05
422,Minnesota,32.0,2018,Labor productivity,106.088,5606249,1.8923169484623318e-05
423,Mississippi,36.5,2018,Labor productivity,96.242,2981020,3.2284922610381686e-05
424,Missouri,38.0,2018,Labor productivity,100.98,6121623,1.6495625424826065e-05
425,Montana,29.5,2018,Labor productivity,103.993,1060665,9.804509435118534e-05
426,Nebraska,28.0,2018,Labor productivity,109.947,1925614,5.709711292086576e-05
427,Nevada,37.0,2018,Labor productivity,96.786,3027341,3.197063033203065e-05
428,New Hampshire,36.9,2018,Labor productivity,105.973,1353465,7.829755479454585e-05
429,New Jersey,38.4,2018,Labor productivity,101.281,8886025,1.1397784723765688e-05
430,New Mexico,33.2,2018,Labor productivity,102.921,2092741,4.917999886273552e-05
431,New York,34.0,2018,Labor productivity,102.266,19530351,5.236260218774358e-06
432,North Carolina,37.8,2018,Labor productivity,103.358,10381615,9.95586910129108e-06
433,North Dakota,35.0,2018,Labor productivity,110.743,758080,0.00014608352680455888
434,Ohio,36.8,2018,Labor productivity,105.794,11676341,9.060543880998337e-06
435,Oklahoma,37.5,2018,Labor productivity,107.629,3940235,2.7315375859561677e-05
436,Oregon,29.2,2018,Labor productivity,107.266,4181886,2.5650149238884085e-05
437,Pennsylvania,37.7,2018,Labor productivity,102.092,12800922,7.975363024632132e-06
438,Rhode Island,35.0,2018,Labor productivity,97.33,1058287,9.19693807067459e-05
439,South Carolina,33.7,2018,Labor productivity,103.91,5084156,2.043800386927545e-05
440,South Dakota,32.1,2018,Labor productivity,103.8,878698,0.00011812932315767192
441,Tennessee,35.3,2018,Labor productivity,100.105,6771631,1.4782996888046618e-05
442,Texas,36.2,2018,Labor productivity,107.84,28628666,3.7668538240657112e-06
443,Utah,44.3,2018,Labor productivity,106.759,3153550,3.385359356915223e-05
444,Vermont,29.8,2018,Labor productivity,102.202,624358,0.00016369134374829826
445,Virginia,30.2,2018,Labor productivity,103.026,8501286,1.211887236825111e-05
446,Washington,25.7,2018,Labor productivity,114.938,7523869,1.527644885895807e-05
447,West Virginia,33.7,2018,Labor productivity,107.18,1804291,5.940283468686593e-05
448,Wisconsin,39.3,2018,Labor productivity,102.038,5807406,1.7570323135665045e-05
449,Wyoming,39.6,2018,Labor productivity,102.089,577601,0.00017674657765481708
450,Alabama,39.2,2019,Labor productivity,101.81,4903185,2.0764054385057875e-05
451,Alaska,19.2,2019,Labor productivity,91.484,731545,0.0001250558748949142
452,Arizona,41.8,2019,Labor productivity,102.817,7278717,1.4125703746965296e-05
453,Arkansas,36.2,2019,Labor productivity,101.068,3017804,3.349057791692237e-05
454,California,43.8,2019,Labor productivity,114.943,39512223,2.909049182072089e-06
455,Colorado,34.1,2019,Labor productivity,115.27,5758736,2.001654529744027e-05
456,Connecticut,39.5,2019,Labor productivity,105.07,3565287,2.9470278269323058e-05
457,Delaware,42.3,2019,Labor productivity,93.508,973764,9.60273741892286e-05
458,Florida,35.8,2019,Labor productivity,105.252,21477737,4.900516288098695e-06
459,Georgia,38.6,2019,Labor productivity,110.981,10617423,1.0452724733675959e-05
460,Hawaii,17.8,2019,Labor productivity,111.724,1415872,7.890826289382091e-05
461,Idaho,24.4,2019,Labor productivity,105.818,1787065,5.921329106663719e-05
462,Illinois,41.5,2019,Labor productivity,104.536,12671821,8.249485216055372e-06
463,Indiana,37.1,2019,Labor productivity,101.708,6732219,1.5107648755930251e-05
464,Iowa,34.4,2019,Labor productivity,104.375,3155070,3.30816748915238e-05
465,Kansas,32.0,2019,Labor productivity,114.013,2913314,3.9135156732161385e-05
466,Kentucky,40.2,2019,Labor productivity,101.167,4467673,2.264422664774257e-05
467,Louisiana,35.8,2019,Labor productivity,96.831,4648794,2.0829273140517735e-05
468,Maine,33.7,2019,Labor productivity,107.169,1344212,7.972626341678248e-05
469,Maryland,40.6,2019,Labor productivity,105.864,6045680,1.7510685315795744e-05
470,Massachusetts,37.5,2019,Labor productivity,108.473,6892503,1.5737824125720366e-05
471,Michigan,34.8,2019,Labor productivity,101.98,9986857,1.0211420870450034e-05
472,Minnesota,29.5,2019,Labor productivity,106.03,5639632,1.880087211364146e-05
473,Mississippi,38.6,2019,Labor productivity,96.814,2976149,3.2529957337485456e-05
474,Missouri,37.6,2019,Labor productivity,101.708,6137428,1.65717626341197e-05
475,Montana,26.4,2019,Labor productivity,104.011,1068778,9.731768430862161e-05
476,Nebraska,24.9,2019,Labor productivity,112.625,1934408,5.822194697292402e-05
477,Nevada,34.0,2019,Labor productivity,96.319,3080156,3.12708187507386e-05
478,New Hampshire,35.4,2019,Labor productivity,108.72,1359711,7.995816758119924e-05
479,New Jersey,39.4,2019,Labor productivity,102.934,8882190,1.1588808615893152e-05
480,New Mexico,31.2,2019,Labor productivity,107.861,2096829,5.144005543608945e-05
481,New York,34.7,2019,Labor productivity,105.474,19453561,5.421835107721409e-06
482,North Carolina,38.9,2019,Labor productivity,103.011,10488084,9.821717675030062e-06
483,North Dakota,32.7,2019,Labor productivity,112.065,762062,0.00014705496403179794
484,Ohio,37.5,2019,Labor productivity,108.027,11689100,9.241686699574818e-06
485,Oklahoma,36.2,2019,Labor productivity,110.231,3956971,2.7857419222935925e-05
486,Oregon,26.7,2019,Labor productivity,108.762,4217737,2.5786814113824545e-05
487,Pennsylvania,38.4,2019,Labor productivity,103.276,12801989,8.067183935246312e-06
488,Rhode Island,37.0,2019,Labor productivity,98.824,1059361,9.328642455215927e-05
489,South Carolina,33.6,2019,Labor productivity,105.177,5148714,2.042781945161452e-05
490,South Dakota,31.2,2019,Labor productivity,103.822,884659,0.00011735821372981002
491,Tennessee,36.2,2019,Labor productivity,101.744,6829174,1.4898434276238971e-05
492,Texas,38.0,2019,Labor productivity,109.994,28995881,3.7934353503520033e-06
493,Utah,42.2,2019,Labor productivity,109.774,3205958,3.424062323960576e-05
494,Vermont,29.0,2019,Labor productivity,103.455,623989,0.00016579619192004988
495,Virginia,32.2,2019,Labor productivity,106.714,8535519,1.2502344614311091e-05
496,Washington,24.9,2019,Labor productivity,117.807,7614893,1.547060477409203e-05
497,West Virginia,35.9,2019,Labor productivity,107.464,1792147,5.996383109198073e-05
498,Wisconsin,36.2,2019,Labor productivity,105.092,5822434,1.8049496138556487e-05
499,Wyoming,38.8,2019,Labor productivity,101.706,578759,0.00017573117653461976
